Variables,measured_T,measured_T,measured_T,measured_T,measured_T,Device_Input
2019-12-21 14:10:28,301.00179397442776,299.0905936034469,300.91557892453886,299.0905936034469,300.91557892453886,0.0
2019-12-21 14:10:29,301.5196954915814,299.2345054520321,301.23356641207414,299.2345054520321,301.23356641207414,0.0
2019-12-21 14:10:30,300.9724418462193,299.37737545033,301.52435997176406,299.37737545033,301.52435997176406,0.0
2019-12-21 14:10:31,301.5130212775673,299.5191452585474,301.71337129102375,299.5191452585474,301.71337129102375,0.0
2019-12-21 14:10:32,301.32066337129754,299.65975837967164,301.7826149718958,299.65975837967164,301.7826149718958,0.0
2019-12-21 14:10:33,302.8223947072,299.7991601617119,301.8466394736898,299.7991601617119,301.8466394736898,0.0
2019-12-21 14:10:34,302.8395586718251,299.93729805565187,302.066747244227,299.93729805565187,302.066747244227,0.0
2019-12-21 14:10:35,301.9095991663339,300.07412196198885,302.1951797424813,300.07412196198885,302.1951797424813,0.0
2019-12-21 14:10:36,302.4139348804744,300.2095842607115,302.42353196721297,300.2095842607115,302.42353196721297,0.0
2019-12-21 14:10:37,302.15329134997114,300.343639540811,302.6581310640977,300.343639540811,302.6581310640977,0.0
2019-12-21 14:10:38,303.2028716798,300.47624442752476,302.8494795393711,300.47624442752476,302.8494795393711,0.0
2019-12-21 14:10:39,302.80402047412406,300.60735765410544,302.91436736239405,300.60735765410544,302.91436736239405,0.0
2019-12-21 14:10:40,303.255964093536,300.7369402137336,302.9457768042858,300.7369402137336,302.9457768042858,0.0
2019-12-21 14:10:41,303.859012246415,300.8649554726646,303.15736465280855,300.8649554726646,303.15736465280855,0.0
2019-12-21 14:10:42,303.23414812403075,300.9913692847305,303.2809664468818,300.9913692847305,303.2809664468818,0.0
2019-12-21 14:10:43,303.47127293743,301.11615003500043,303.49010793747146,301.11615003500043,303.49010793747146,0.0
2019-12-21 14:10:44,303.1536530907424,301.2392685011376,303.5578697502833,301.2392685011376,303.5578697502833,0.0
2019-12-21 14:10:45,304.02547765156146,301.3606976787015,303.6681390627112,301.3606976787015,303.6681390627112,0.0
2019-12-21 14:10:46,303.6499528212069,301.48041275435213,303.7032477621137,301.48041275435213,303.7032477621137,0.0
2019-12-21 14:10:47,304.2447062558674,301.5983911879181,303.70044643132456,301.5983911879181,303.70044643132456,0.0
2019-12-21 14:10:48,303.8804898079189,301.7146127742763,303.7886872255188,301.7146127742763,303.7886872255188,0.0
2019-12-21 14:10:49,303.9067135984028,301.8290596202161,303.9137743856646,301.8290596202161,303.9137743856646,0.0
2019-12-21 14:10:50,303.60705108756133,301.9417160082666,303.94803973188317,301.9417160082666,303.94803973188317,0.0
2019-12-21 14:10:51,303.830998938524,302.05256818290496,303.92523107340224,302.05256818290496,303.92523107340224,0.0
2019-12-21 14:10:52,304.1165560659731,302.16160418744374,303.9289571147023,302.16160418744374,303.9289571147023,0.0
2019-12-21 14:10:53,304.722144538888,302.2688138728941,303.8633105239021,302.2688138728941,303.8633105239021,0.0
2019-12-21 14:10:54,303.4963065529274,302.37418900524216,303.9357436428309,302.37418900524216,303.9357436428309,0.0
2019-12-21 14:10:55,303.7973910667524,302.4777231851909,303.9336630154013,302.4777231851909,303.9336630154013,0.0
2019-12-21 14:10:56,303.6872132342073,302.5794115291069,304.0300931030707,302.5794115291069,304.0300931030707,0.0
2019-12-21 14:10:57,303.5882403478652,302.6792503835515,304.0699711712535,302.6792503835515,304.0699711712535,0.0
2019-12-21 14:10:58,304.6048209972075,302.77723722242797,304.15474643031274,302.77723722242797,304.15474643031274,0.0
2019-12-21 14:10:59,303.8859073241066,302.8733707088896,304.0734525269973,302.8733707088896,304.0734525269973,0.0
2019-12-21 14:11:00,304.5713519642551,302.96765080711845,304.16843236881493,302.96765080711845,304.16843236881493,0.0
2019-12-21 14:11:01,304.2297796203517,303.0600788137465,304.2827935672279,303.0600788137465,304.2827935672279,0.0
2019-12-21 14:11:02,304.964308656566,303.15065736475793,304.41610634600346,303.15065736475793,304.41610634600346,0.0
2019-12-21 14:11:03,303.9092055057338,303.239390458484,304.5888291668676,303.239390458484,304.5888291668676,0.0
2019-12-21 14:11:04,304.4461049711037,303.3262833699478,304.6424034263918,303.3262833699478,304.6424034263918,0.0
2019-12-21 14:11:05,304.94100305088176,303.41134249792094,304.6959275444516,303.41134249792094,304.6959275444516,0.0
2019-12-21 14:11:06,305.0203410219632,303.49457538953425,304.74309382192916,303.49457538953425,304.74309382192916,0.0
2019-12-21 14:11:07,305.31546855650595,303.57599094206324,304.7310965736966,303.57599094206324,304.7310965736966,0.0
2019-12-21 14:11:08,305.1405635924498,303.6555995653095,304.64680237894447,303.6555995653095,304.64680237894447,0.0
2019-12-21 14:11:09,304.42114850470495,303.73341317315055,304.7560955749768,303.73341317315055,304.7560955749768,0.0
2019-12-21 14:11:10,305.04301473903047,303.8094449813978,304.7475864539367,303.8094449813978,304.7475864539367,0.0
2019-12-21 14:11:11,304.1098071380264,303.88370923911145,304.6831305732214,303.88370923911145,304.6831305732214,0.0
2019-12-21 14:11:12,304.121366709045,303.9562209692088,304.6419402120096,303.9562209692088,304.6419402120096,0.0
2019-12-21 14:11:13,305.0021374660571,304.0269957192256,304.5442341901892,304.0269957192256,304.5442341901892,0.0
2019-12-21 14:11:14,304.36101376070275,304.09604948093,304.4829763427954,304.09604948093,304.4829763427954,0.0
2019-12-21 14:11:15,304.2964442437286,304.163398729059,304.58812679161025,304.163398729059,304.58812679161025,0.0
2019-12-21 14:11:16,304.6084374098457,304.2290603382883,304.65319619814045,304.2290603382883,304.65319619814045,0.0
2019-12-21 14:11:17,304.33840833830044,304.2930514510214,304.7476419709851,304.2930514510214,304.7476419709851,0.0
2019-12-21 14:11:18,304.5279851185121,304.3553894183949,304.8498964828138,304.3553894183949,304.8498964828138,0.0
2019-12-21 14:11:19,305.4726529928536,304.41609181502906,304.80144648659274,304.41609181502906,304.80144648659274,0.0
2019-12-21 14:11:20,305.69370880433274,304.4751766443555,304.88112526583427,304.4751766443555,304.88112526583427,0.0
2019-12-21 14:11:21,305.0542648664732,304.53266266928887,304.96313370760964,304.53266266928887,304.96313370760964,0.0
2019-12-21 14:11:22,305.14391182733186,304.58856952677775,305.0128675349775,304.58856952677775,305.0128675349775,0.0
2019-12-21 14:11:23,304.5176375038465,304.64291753320293,305.08856019668457,304.64291753320293,305.08856019668457,0.0
2019-12-21 14:11:24,305.15780155311774,304.695727406765,305.1011839877792,304.695727406765,305.1011839877792,0.0
2019-12-21 14:11:25,305.116528661482,304.74702012200146,305.11124540206146,304.74702012200146,305.11124540206146,0.0
2019-12-21 14:11:26,305.1057756835244,304.796816934425,305.12076050226386,304.796816934425,305.12076050226386,0.0
2019-12-21 14:11:27,305.09533495537147,304.84513943000184,305.1168531926789,304.84513943000184,305.1168531926789,0.0
2019-12-21 14:11:28,304.6542230294587,304.89200947221366,305.17698723187596,304.89200947221366,305.17698723187596,0.0
2019-12-21 14:11:29,305.57326713567574,304.9374490945279,305.20165279624086,304.9374490945279,305.20165279624086,0.0
2019-12-21 14:11:30,305.7888598063568,304.9814805273447,305.20891742914347,304.9814805273447,305.20891742914347,0.0
2019-12-21 14:11:31,305.0151917706233,305.02412638684245,305.2092788073429,305.02412638684245,305.2092788073429,0.0
2019-12-21 14:11:32,305.7452522193028,305.0654097638515,305.1767726436927,305.0654097638515,305.1767726436927,0.0
2019-12-21 14:11:33,304.7642931474958,305.10535412617975,305.16217521408385,305.10535412617975,305.16217521408385,0.0
2019-12-21 14:11:34,305.23044788214327,305.1439831592283,305.15313301400965,305.1439831592283,305.15313301400965,0.0
2019-12-21 14:11:35,305.12014244347665,305.1813206061778,305.08248021726297,305.1813206061778,305.08248021726297,0.0
2019-12-21 14:11:36,304.780714047022,305.21739015862596,305.07083345520357,305.21739015862596,305.07083345520357,0.0
2019-12-21 14:11:37,304.94936065928385,305.2522153612883,305.1661789920914,305.2522153612883,305.1661789920914,0.0
2019-12-21 14:11:38,304.5638010287158,305.28581947193175,305.0682062304793,305.28581947193175,305.0682062304793,0.0
2019-12-21 14:11:39,304.86673916820894,305.318225324176,305.1262532683951,305.318225324176,305.1262532683951,0.0
2019-12-21 14:11:40,305.6723921857636,305.3494552971258,305.20401279496645,305.3494552971258,305.20401279496645,0.0
2019-12-21 14:11:41,305.9686471395009,305.37953152512694,305.1582741787604,305.37953152512694,305.1582741787604,0.0
2019-12-21 14:11:42,304.7655246031818,305.4084762109269,305.28177931055393,305.4084762109269,305.28177931055393,0.0
2019-12-21 14:11:43,305.3447635266544,305.43631166151096,305.36840862056266,305.43631166151096,305.36840862056266,0.0
2019-12-21 14:11:44,306.00804314785626,305.46306012299294,305.4789420459483,305.46306012299294,305.4789420459483,0.0
2019-12-21 14:11:45,304.66275628141625,305.48874376974334,305.49995472831046,305.48874376974334,305.49995472831046,0.0
2019-12-21 14:11:46,306.015765364958,305.5133847431968,305.54616886778985,305.5133847431968,305.54616886778985,0.0
2019-12-21 14:11:47,305.8156537593703,305.5370051495038,305.49995705012657,305.5370051495038,305.49995705012657,0.0
2019-12-21 14:11:48,305.6691352825725,305.5596271849126,305.5722767298341,305.5596271849126,305.5722767298341,0.0
2019-12-21 14:11:49,305.0768659918306,305.58127321552666,305.5368597799298,305.58127321552666,305.5368597799298,0.0
2019-12-21 14:11:50,306.1345335805573,305.6019656554979,305.4895485986768,305.6019656554979,305.4895485986768,0.0
2019-12-21 14:11:51,305.5065289628682,305.6217269010314,305.524798795515,305.6217269010314,305.524798795515,0.0
2019-12-21 14:11:52,305.4887214002571,305.6405793894182,305.38814138746505,305.6405793894182,305.38814138746505,0.0
2019-12-21 14:11:53,304.99059402761134,305.6585455371999,305.30474269457255,305.6585455371999,305.30474269457255,0.0
2019-12-21 14:11:54,305.5349313353262,305.6756475385155,305.2793176266397,305.6756475385155,305.2793176266397,0.0
2019-12-21 14:11:55,305.01525824979814,305.6919072239353,305.3848648167041,305.6919072239353,305.3848648167041,0.0
2019-12-21 14:11:56,304.6491912844592,305.7073459713724,305.2486906572218,305.7073459713724,305.2486906572218,0.0
2019-12-21 14:11:57,304.98166683044553,305.7219845336763,305.29860869080954,305.7219845336763,305.29860869080954,0.0
2019-12-21 14:11:58,305.41488460324354,305.73584290374885,305.2769711834987,305.73584290374885,305.2769711834987,0.0
2019-12-21 14:11:59,306.13233789247505,305.7489404501617,305.37734766959977,305.7489404501617,305.37734766959977,0.0
2019-12-21 14:12:00,304.7727919857337,305.76129621261686,305.29944477107915,305.76129621261686,305.29944477107915,0.0
2019-12-21 14:12:01,306.0057092987454,305.7729290210134,305.34189368862707,305.7729290210134,305.34189368862707,0.0
2019-12-21 14:12:02,305.27234632714845,305.7838574434513,305.4384177527054,305.7838574434513,305.4384177527054,0.0
2019-12-21 14:12:03,305.99435888862223,305.79409980322674,305.4730634035559,305.79409980322674,305.4730634035559,0.0
2019-12-21 14:12:04,304.75590235011964,305.80367421820614,305.5244656726188,305.80367421820614,305.5244656726188,0.0
2019-12-21 14:12:05,305.43974742527803,305.81259849105555,305.48213028791696,305.81259849105555,305.48213028791696,0.0
2019-12-21 14:12:06,305.6144319252423,305.8208899558118,305.57536704722884,305.8208899558118,305.57536704722884,0.0
2019-12-21 14:12:07,305.32812333895026,305.82856548645503,305.5737441002006,305.82856548645503,305.5737441002006,0.0
2019-12-21 14:12:08,305.928907293873,305.83564161065783,305.6188852230407,305.83564161065783,305.6188852230407,0.0
2019-12-21 14:12:09,305.7089840454563,305.8421346148393,305.52507603829787,305.8421346148393,305.52507603829787,0.0
2019-12-21 14:12:10,305.7051595788529,305.84806064387703,305.6536294441583,305.84806064387703,305.6536294441583,0.0
2019-12-21 14:12:11,305.9894798284626,305.8534357597113,305.7254055644429,305.8534357597113,305.7254055644429,0.0
2019-12-21 14:12:12,305.7237575555493,305.8582759702583,305.7497172563661,305.8582759702583,305.7497172563661,0.0
2019-12-21 14:12:13,305.0562670411948,305.8625972083502,305.78310580933424,305.8625972083502,305.78310580933424,0.0
2019-12-21 14:12:14,306.0414364087241,305.866415196338,305.78401605082297,305.866415196338,305.78401605082297,0.0
2019-12-21 14:12:15,306.157508628123,305.86974539761286,305.7325408918191,305.86974539761286,305.7325408918191,0.0
2019-12-21 14:12:16,305.8575488444744,305.8726032040861,305.7336017295649,305.8726032040861,305.7336017295649,0.0
2019-12-21 14:12:17,305.6620088686315,305.87500408970965,305.6493832276998,305.87500408970965,305.6493832276998,0.0
2019-12-21 14:12:18,305.93800970876026,305.8769635555249,305.6425223595575,305.8769635555249,305.6425223595575,0.0
2019-12-21 14:12:19,305.19423245541736,305.87849701180045,305.7473325729325,305.87849701180045,305.7473325729325,0.0
2019-12-21 14:12:20,305.71576795631154,305.8796196616408,305.7444614727124,305.8796196616408,305.7444614727124,0.0
2019-12-21 14:12:21,305.1472948098115,305.8803463754586,305.717364587322,305.8803463754586,305.717364587322,0.0
2019-12-21 14:12:22,305.65514887412644,305.8806916085142,305.64001283845766,305.8806916085142,305.64001283845766,0.0
2019-12-21 14:12:23,306.10436917494496,305.88066942530133,305.6227152624652,305.88066942530133,305.6227152624652,0.0
2019-12-21 14:12:24,306.01272540652224,305.8802936819065,305.6192760986161,305.8802936819065,305.6192760986161,0.0
2019-12-21 14:12:25,305.8865397742194,305.8795782492554,305.638745179828,305.8795782492554,305.638745179828,0.0
2019-12-21 14:12:26,305.0840313558313,305.8785370407332,305.66028348259454,305.8785370407332,305.66028348259454,0.0
2019-12-21 14:12:27,305.489033108707,305.8771838009702,305.7579867254597,305.8771838009702,305.7579867254597,0.0
2019-12-21 14:12:28,305.9036180702699,305.8755319011981,305.69826150489604,305.8755319011981,305.69826150489604,0.0
2019-12-21 14:12:29,305.38892326753523,305.87359435502157,305.63090628283777,305.87359435502157,305.63090628283777,0.0
2019-12-21 14:12:30,305.9311509839771,305.8713839289402,305.6016185003027,305.8713839289402,305.6016185003027,0.0
2019-12-21 14:12:31,306.1243272384634,305.8689132256704,305.4909659396113,305.8689132256704,305.4909659396113,0.0
2019-12-21 14:12:32,305.0578966684895,305.86619476640425,305.5939291542666,305.86619476640425,305.5939291542666,0.0
2019-12-21 14:12:33,305.43081695436234,305.86324092746736,305.55718803992124,305.86324092746736,305.55718803992124,0.0
2019-12-21 14:12:34,305.7198475811719,305.8600637418101,305.52369640843636,305.8600637418101,305.52369640843636,0.0
2019-12-21 14:12:35,304.7800141673055,305.856674803298,305.57364571144734,305.856674803298,305.57364571144734,0.0
2019-12-21 14:12:36,306.11366350238427,305.85308525358727,305.481231493658,305.85308525358727,305.481231493658,0.0
2019-12-21 14:12:37,305.1216219652533,305.8493057995867,305.483627246496,305.8493057995867,305.483627246496,0.0
2019-12-21 14:12:38,305.56870175542065,305.84534677849103,305.54163834461326,305.84534677849103,305.54163834461326,0.0
2019-12-21 14:12:39,305.88841629764465,305.8412181949873,305.5067813172003,305.8412181949873,305.5067813172003,0.0
2019-12-21 14:12:40,305.00700880608423,305.83692975223335,305.4787975896046,305.83692975223335,305.4787975896046,0.0
2019-12-21 14:12:41,306.14828476684335,305.83249087598665,305.493049437634,305.83249087598665,305.493049437634,0.0
2019-12-21 14:12:42,305.6380076496624,305.82791074876053,305.50104324785536,305.82791074876053,305.50104324785536,0.0
2019-12-21 14:12:43,305.0822466802329,305.8231983777788,305.6064872328124,305.8231983777788,305.6064872328124,0.0
2019-12-21 14:12:44,305.4400103052151,305.81836252371943,305.61552065958165,305.81836252371943,305.61552065958165,0.0
2019-12-21 14:12:45,304.92253264759853,305.8134115030618,305.6047786614373,305.8134115030618,305.6047786614373,0.0
2019-12-21 14:12:46,306.1936016045982,305.8083531084118,305.6999628108799,305.8083531084118,305.6999628108799,0.0
2019-12-21 14:12:47,306.1760618148234,305.8031947861077,305.60798316514916,305.8031947861077,305.60798316514916,0.0
2019-12-21 14:12:48,305.6590360231131,305.7979439655688,305.52762375828206,305.7979439655688,305.52762375828206,0.0
2019-12-21 14:12:49,305.78099631620137,305.79260821750813,305.6291923113727,305.79260821750813,305.6291923113727,0.0
2019-12-21 14:12:50,305.95885030051056,305.7871951838,305.6882954608221,305.7871951838,305.6882954608221,0.0
2019-12-21 14:12:51,305.2284883095353,305.781712499069,305.7353522815289,305.781712499069,305.7353522815289,0.0
2019-12-21 14:12:52,304.8344135809916,305.7761676572544,305.703925569258,305.7761676572544,305.703925569258,0.0
2019-12-21 14:12:53,306.0979322111398,305.7705677817765,305.68278398931636,305.7705677817765,305.68278398931636,0.0
2019-12-21 14:12:54,306.0310417997092,305.7649196235753,305.6119314386363,305.7649196235753,305.6119314386363,0.0
2019-12-21 14:12:55,305.39310085466656,305.7592298326361,305.6125474776301,305.7592298326361,305.6125474776301,0.0
2019-12-21 14:12:56,305.87933448188886,305.7535050970528,305.50343776435886,305.7535050970528,305.50343776435886,0.0
2019-12-21 14:12:57,305.964646015407,305.74775209976053,305.5979690322887,305.74775209976053,305.5979690322887,0.0
2019-12-21 14:12:58,304.9505105163124,305.74197750132487,305.7121467630468,305.74197750132487,305.7121467630468,0.0
2019-12-21 14:12:59,305.78715670613934,305.73618786022075,305.6599820291002,305.73618786022075,305.6599820291002,0.0
2019-12-21 14:13:00,304.8677531677985,305.73038946609773,305.5440550039907,305.73038946609773,305.5440550039907,0.0
2019-12-21 14:13:01,306.1738009888338,305.7245882648518,305.5060830808507,305.7245882648518,305.5060830808507,0.0
2019-12-21 14:13:02,305.97619088857243,305.7187899764884,305.5337169389527,305.7187899764884,305.5337169389527,0.0
2019-12-21 14:13:03,305.5762848716734,305.71300033249827,305.4501544886583,305.71300033249827,305.4501544886583,0.0
2019-12-21 14:13:04,304.8717715486137,305.7072251311379,305.4795790279575,305.7072251311379,305.4795790279575,0.0
2019-12-21 14:13:05,305.0133816232676,305.70146996534424,305.5053824984593,305.70146996534424,305.5053824984593,0.0
2019-12-21 14:13:06,306.1556730629086,305.6957399655377,305.50414152058937,305.6957399655377,305.50414152058937,0.0
2019-12-21 14:13:07,305.1290215124636,305.6900398767378,305.42651782765915,305.6900398767378,305.42651782765915,0.0
2019-12-21 14:13:08,305.2447559093043,305.68437423008675,305.3853003420561,305.68437423008675,305.3853003420561,0.0
2019-12-21 14:13:09,306.04519141115685,305.6787473370886,305.4231093118552,305.6787473370886,305.4231093118552,0.0
2019-12-21 14:13:10,304.8553433890994,305.67316327941484,305.5477728508375,305.67316327941484,305.5477728508375,0.0
2019-12-21 14:13:11,305.39756405953136,305.66762591570796,305.5358289944112,305.66762591570796,305.5358289944112,0.0
2019-12-21 14:13:12,305.56401603254227,305.6621387965059,305.44270247216605,305.6621387965059,305.44270247216605,0.0
2019-12-21 14:13:13,305.9543745696646,305.6567051909835,305.4968706022591,305.6567051909835,305.4968706022591,0.0
2019-12-21 14:13:14,306.1184069384361,305.65132831782597,305.54518439019336,305.65132831782597,305.54518439019336,0.0
2019-12-21 14:13:15,304.89394305900487,305.6460115321186,305.4727204545114,305.6460115321186,305.4727204545114,0.0
2019-12-21 14:13:16,305.2244078404566,305.6407582175944,305.51563488711747,305.6407582175944,305.51563488711747,0.0
2019-12-21 14:13:17,305.67070281339375,305.6355715158026,305.49627346762566,305.6355715158026,305.49627346762566,0.0
2019-12-21 14:13:18,305.7278937886472,305.6304542758878,305.5127070710762,305.6304542758878,305.5127070710762,0.0
2019-12-21 14:13:19,305.32055205433727,305.6254092177768,305.43977871197126,305.6254092177768,305.43977871197126,0.0
2019-12-21 14:13:20,305.2844877151604,305.6204389854793,305.31321459082534,305.6204389854793,305.31321459082534,0.0
2019-12-21 14:13:21,305.2039498646134,305.61554603058,305.31022626786796,305.61554603058,305.31022626786796,0.0
2019-12-21 14:13:22,305.7283520670479,305.6107325204724,305.2979971884603,305.6107325204724,305.2979971884603,0.0
2019-12-21 14:13:23,305.22509097861524,305.60600037720144,305.3434478892188,305.60600037720144,305.3434478892188,0.0
2019-12-21 14:13:24,304.85276572697694,305.6013513066848,305.271192283405,305.6013513066848,305.271192283405,0.0
2019-12-21 14:13:25,304.86405982943126,305.5967866522592,305.28761642120907,305.5967866522592,305.28761642120907,0.0
2019-12-21 14:13:26,305.10211704637953,305.59230718975,305.28796264019604,305.59230718975,305.28796264019604,0.0
2019-12-21 14:13:27,306.1252098209784,305.58791313499586,305.3851019190465,305.58791313499586,305.3851019190465,0.0
2019-12-21 14:13:28,305.00533773050967,305.5836043963044,305.40452125233725,305.5836043963044,305.40452125233725,0.0
2019-12-21 14:13:29,305.4847934323777,305.5793807676505,305.3756142558083,305.5793807676505,305.3756142558083,0.0
2019-12-21 14:13:30,305.28794990503,305.575241892204,305.4521196918273,305.575241892204,305.4521196918273,0.0
2019-12-21 14:13:31,306.1753426531183,305.57118723723477,305.45263555518585,305.57118723723477,305.45263555518585,0.0
2019-12-21 14:13:32,305.92254539995514,305.5672162755901,305.50985002138344,305.5672162755901,305.50985002138344,0.0
2019-12-21 14:13:33,304.9360210133255,305.5633286734885,305.4381214398504,305.5633286734885,305.4381214398504,0.0
2019-12-21 14:13:34,305.61782008716733,305.5595242074012,305.56266311327386,305.5595242074012,305.56266311327386,0.0
2019-12-21 14:13:35,304.8692184630171,305.5558025203189,305.55400624872846,305.5558025203189,305.55400624872846,0.0
2019-12-21 14:13:36,305.67426170835523,305.55216298554166,305.51450615974454,305.55216298554166,305.51450615974454,0.0
2019-12-21 14:13:37,305.4079240056484,305.54860472266245,305.51047799937544,305.54860472266245,305.51047799937544,0.0
2019-12-21 14:13:38,306.2507544647438,305.5451267408889,305.51095524267123,305.5451267408889,305.51095524267123,0.0
2019-12-21 14:13:39,305.39822478692395,305.5417281491072,305.6032781543016,305.5417281491072,305.6032781543016,0.0
2019-12-21 14:13:40,304.892949015191,305.53840821294165,305.57781798331536,305.53840821294165,305.57781798331536,0.0
2019-12-21 14:13:41,306.1350610494262,305.5351661882035,305.59589041248586,305.5351661882035,305.59589041248586,0.0
2019-12-21 14:13:42,305.9273178329128,305.53200127307707,305.5088947273765,305.53200127307707,305.5088947273765,0.0
2019-12-21 14:13:43,305.85925012962986,305.5289128353938,305.53494526393905,305.5289128353938,305.53494526393905,0.0
2019-12-21 14:13:44,305.36321837730475,305.52590056482603,305.3962139545822,305.52590056482603,305.3962139545822,0.0
2019-12-21 14:13:45,305.0499427547222,305.5229643361502,305.4616027386286,305.5229643361502,305.4616027386286,0.0
2019-12-21 14:13:46,304.8043048572619,305.5201039104218,305.47512033488346,305.5201039104218,305.47512033488346,0.0
2019-12-21 14:13:47,305.668429371274,305.5173186911723,305.3838108557693,305.5173186911723,305.3838108557693,0.0
2019-12-21 14:13:48,304.863441371175,305.51460769239463,305.35078430518536,305.51460769239463,305.35078430518536,0.0
2019-12-21 14:13:49,306.05211262738726,305.5119696543895,305.34570253312035,305.5119696543895,305.34570253312035,0.0
2019-12-21 14:13:50,305.02812497774,305.5094031750069,305.34476524544806,305.5094031750069,305.34476524544806,0.0
2019-12-21 14:13:51,305.2219662582848,305.5069067654506,305.4497530895429,305.5069067654506,305.4497530895429,0.0
2019-12-21 14:13:52,305.5970523270737,305.5044787892123,305.5464703162001,305.5044787892123,305.5464703162001,0.0
2019-12-21 14:13:53,305.80843240898,305.5021174625258,305.4936821184308,305.5021174625258,305.4936821184308,0.0
2019-12-21 14:13:54,305.3538455005816,305.4998210024582,305.61135239979745,305.4998210024582,305.61135239979745,0.0
2019-12-21 14:13:55,306.0998211956712,305.4975877443199,305.5570208010249,305.4975877443199,305.5570208010249,0.0
2019-12-21 14:13:56,305.7714771238336,305.4954162138564,305.5512847693439,305.4954162138564,305.5512847693439,0.0
2019-12-21 14:13:57,305.1405473935806,305.49330518573254,305.5473089125436,305.49330518573254,305.5473089125436,0.0
2019-12-21 14:13:58,306.0401441848418,305.4912536207979,305.55458016676806,305.4912536207979,305.55458016676806,0.0
2019-12-21 14:13:59,305.50879663966185,305.4892605898296,305.4639764707413,305.4892605898296,305.4639764707413,0.0
2019-12-21 14:14:00,304.97076466092966,305.48732526835136,305.46205593302886,305.48732526835136,305.46205593302886,0.0
2019-12-21 14:14:01,305.1822076902816,305.4854468069504,305.35416164898606,305.4854468069504,305.35416164898606,0.0
2019-12-21 14:14:02,305.66976486931816,305.48362414311345,305.27461080617485,305.48362414311345,305.27461080617485,0.0
2019-12-21 14:14:03,304.90239544871287,305.4818559889314,305.2672288095032,305.4818559889314,305.2672288095032,0.0
2019-12-21 14:14:04,305.3346401234571,305.4801408691637,305.23996135028017,305.4801408691637,305.23996135028017,0.0
2019-12-21 14:14:05,305.02087835524344,305.47847706039676,305.2381988651706,305.47847706039676,305.2381988651706,0.0
2019-12-21 14:14:06,304.9759686957213,305.4768625142512,305.31383720601616,305.4768625142512,305.31383720601616,0.0
